羁绊,1,2,3,4,5,6,7,8
2格斗家 2挑战者 2神谕者 2主宰 3艾欧尼亚 3诺克萨斯 3恕瑞玛 ,赛恩,艾瑞莉娅,卡尔玛,雷克顿,卡西奥佩娅,内瑟斯,莎弥拉,瑟提
2格斗家 2挑战者 2亡眼射手 2神谕者 3艾欧尼亚 3诺克萨斯 3恕瑞玛 ,赛恩,艾瑞莉娅,卡尔玛,雷克顿,卡西奥佩娅,阿克尚,烬,莎弥拉
2格斗家 2挑战者 2神谕者 2主宰 2弗雷尔卓德 3艾欧尼亚 3诺克萨斯 ,赛恩,艾瑞莉娅,卡尔玛,瑟庄妮,德莱厄斯,丽桑卓,莎弥拉,瑟提
2格斗家 2挑战者 2神谕者 2主宰 3艾欧尼亚 3诺克萨斯 3恕瑞玛 ,赛恩,卡尔玛,雷克顿,卡西奥佩娅,内瑟斯,亚索,莎弥拉,瑟提
2格斗家 2亡眼射手 2神谕者 2主宰 3艾欧尼亚 3诺克萨斯 3恕瑞玛 ,赛恩,卡尔玛,雷克顿,卡西奥佩娅,德莱厄斯,阿克尚,烬,瑟提
2格斗家 2挑战者 2亡眼射手 2神谕者 3艾欧尼亚 3诺克萨斯 3恕瑞玛 ,赛恩,卡尔玛,雷克顿,卡西奥佩娅,亚索,阿克尚,烬,莎弥拉
2格斗家 2挑战者 2神谕者 2主宰 2弗雷尔卓德 3艾欧尼亚 3诺克萨斯 ,赛恩,卡尔玛,瑟庄妮,德莱厄斯,丽桑卓,亚索,莎弥拉,瑟提
2堡垒卫士 2格斗家 2主宰 2潜行者 3诺克萨斯 2暗影岛 3恕瑞玛 ,赛恩,卡特琳娜,茂凯,雷克顿,内瑟斯,德莱厄斯,佛耶戈,奎桑提
2堡垒卫士 2格斗家 2挑战者 2主宰 3诺克萨斯 2暗影岛 3恕瑞玛 ,赛恩,茂凯,雷克顿,内瑟斯,德莱厄斯,莎弥拉,卡莉丝塔,奎桑提
2堡垒卫士 2亡眼射手 1女皇 2神谕者 2法师 2弗雷尔卓德 3巨神峰 3虚空 ,索拉卡,艾希,卡萨丁,塔里克,玛尔扎哈,丽桑卓,卑尔维斯,厄斐琉斯
2堡垒卫士 2亡眼射手 4神谕者 2法师 2弗雷尔卓德 3艾欧尼亚 3巨神峰 ,索拉卡,艾希,卡尔玛,塔里克,慎,阿狸,丽桑卓,厄斐琉斯
2格斗家 2挑战者 2亡眼射手 2神谕者 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,科加斯,艾瑞莉娅,卡尔玛,卡莎,烬,雷克塞,厄斐琉斯
2堡垒卫士 2格斗家 2挑战者 2神谕者 2法师 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,科加斯,艾瑞莉娅,塔里克,玛尔扎哈,慎,亚索,雷克塞
2堡垒卫士 2格斗家 2挑战者 2神谕者 2法师 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,科加斯,艾瑞莉娅,塔里克,慎,阿狸,卡莎,雷克塞
2格斗家 2亡眼射手 2神谕者 2法师 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,科加斯,卡尔玛,玛尔扎哈,阿狸,烬,雷克塞,厄斐琉斯
2格斗家 2挑战者 2亡眼射手 2神谕者 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,科加斯,卡尔玛,卡莎,亚索,烬,雷克塞,厄斐琉斯
2堡垒卫士 2格斗家 2挑战者 2神谕者 2法师 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,科加斯,塔里克,慎,阿狸,卡莎,亚索,雷克塞
2堡垒卫士 2挑战者 1女皇 2神谕者 2法师 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,卡萨丁,艾瑞莉娅,卡尔玛,塔里克,玛尔扎哈,亚索,卑尔维斯
2堡垒卫士 2挑战者 1女皇 2神谕者 2法师 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,卡萨丁,艾瑞莉娅,卡尔玛,塔里克,阿狸,卡莎,卑尔维斯
2堡垒卫士 2挑战者 2亡眼射手 1女皇 2神谕者 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,卡萨丁,艾瑞莉娅,慎,卡莎,卑尔维斯,烬,厄斐琉斯
2堡垒卫士 2挑战者 1女皇 2神谕者 2法师 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,卡萨丁,卡尔玛,塔里克,阿狸,卡莎,亚索,卑尔维斯
2堡垒卫士 2亡眼射手 1女皇 2神谕者 2法师 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,卡萨丁,玛尔扎哈,慎,阿狸,卑尔维斯,烬,厄斐琉斯
2堡垒卫士 2挑战者 2亡眼射手 1女皇 2神谕者 3艾欧尼亚 2巨神峰 3虚空 ,索拉卡,卡萨丁,慎,卡莎,亚索,卑尔维斯,烬,厄斐琉斯
2堡垒卫士 2神谕者 2主宰 2裁决战士 2法师 1暗裔 3艾欧尼亚 2暗影岛 2巨神峰 ,索拉卡,卡尔玛,塔里克,茂凯,阿狸,亚托克斯,瑟提,格温
2堡垒卫士 2亡眼射手 2枪手 2神谕者 2法师 3艾欧尼亚 3巨神峰 2祖安 ,索拉卡,塔里克,慎,阿狸,烬,泽丽,金克丝,厄斐琉斯
2堡垒卫士 2亡眼射手 2神谕者 2主宰 2裁决战士 1暗裔 3艾欧尼亚 2暗影岛 2巨神峰 ,索拉卡,茂凯,慎,烬,亚托克斯,厄斐琉斯,瑟提,格温
2枪手 2术士 2法师 2司令 1大发明家 3德玛西亚 3皮尔特沃夫 3约德尔人 ,提莫,崔丝塔娜,娑娜,嘉文四世,奥莉安娜,黑默丁格,拉克丝,杰斯
2格斗家 2枪手 2术士 2司令 1大发明家 3皮尔特沃夫 3恕瑞玛 3约德尔人 ,提莫,崔丝塔娜,雷克顿,黑默丁格,杰斯,塔莉垭,蔚,阿兹尔
2格斗家 2挑战者 2枪手 2主宰 2裁决战士 1暗裔 1涤魂圣枪 2暗影岛 3虚空 2祖安 ,沃里克,科加斯,卡莎,泽丽,赛娜,亚托克斯,雷克塞,格温
2格斗家 2挑战者 2枪手 2主宰 2裁决战士 1暗裔 1涤魂圣枪 2暗影岛 3虚空 2祖安 ,沃里克,科加斯,卡莎,金克丝,赛娜,亚托克斯,雷克塞,格温
2堡垒卫士 2格斗家 2亡眼射手 1女皇 2神谕者 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,科加斯,卡萨丁,卡尔玛,慎,瑟庄妮,卑尔维斯,烬
2堡垒卫士 4格斗家 2亡眼射手 2弗雷尔卓德 3恕瑞玛 3虚空 ,艾希,科加斯,卡萨丁,雷克顿,瑟庄妮,阿克尚,雷克塞,奎桑提
2格斗家 2挑战者 2亡眼射手 2神谕者 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,科加斯,艾瑞莉娅,卡尔玛,丽桑卓,卡莎,烬,雷克塞
2格斗家 2挑战者 2亡眼射手 2法师 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,科加斯,艾瑞莉娅,玛尔扎哈,阿狸,瑟庄妮,卡莎,烬
2格斗家 2亡眼射手 2神谕者 2法师 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,科加斯,卡尔玛,玛尔扎哈,阿狸,丽桑卓,烬,雷克塞
2格斗家 2挑战者 2亡眼射手 2神谕者 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,科加斯,卡尔玛,丽桑卓,卡莎,亚索,烬,雷克塞
2格斗家 2挑战者 2亡眼射手 2法师 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,科加斯,玛尔扎哈,阿狸,瑟庄妮,卡莎,亚索,烬
2堡垒卫士 2挑战者 2亡眼射手 1女皇 2神谕者 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,卡萨丁,艾瑞莉娅,慎,丽桑卓,卡莎,卑尔维斯,烬
2堡垒卫士 2格斗家 2亡眼射手 1女皇 2神谕者 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,卡萨丁,卡尔玛,慎,瑟庄妮,卑尔维斯,烬,雷克塞
2堡垒卫士 2亡眼射手 1女皇 2神谕者 2法师 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,卡萨丁,玛尔扎哈,慎,阿狸,丽桑卓,卑尔维斯,烬
2堡垒卫士 2挑战者 2亡眼射手 1女皇 2神谕者 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,卡萨丁,慎,丽桑卓,卡莎,亚索,卑尔维斯,烬
2格斗家 2挑战者 2亡眼射手 2主宰 2弗雷尔卓德 3艾欧尼亚 3恕瑞玛 ,艾希,艾瑞莉娅,雷克顿,内瑟斯,瑟庄妮,亚索,阿克尚,瑟提
2格斗家 2挑战者 2亡眼射手 2法师 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,艾瑞莉娅,玛尔扎哈,阿狸,瑟庄妮,卡莎,烬,雷克塞
2堡垒卫士 2亡眼射手 2神谕者 2主宰 2裁决战士 1暗裔 2弗雷尔卓德 3艾欧尼亚 2暗影岛 ,艾希,茂凯,慎,丽桑卓,烬,亚托克斯,瑟提,格温
2格斗家 2亡眼射手 1女皇 2术士 2法师 2弗雷尔卓德 3恕瑞玛 3虚空 ,艾希,雷克顿,玛尔扎哈,瑟庄妮,维克兹,塔莉垭,阿克尚,卑尔维斯
2格斗家 2挑战者 2亡眼射手 2法师 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾希,玛尔扎哈,阿狸,瑟庄妮,卡莎,亚索,烬,雷克塞
2堡垒卫士 2格斗家 2挑战者 1女皇 2神谕者 2弗雷尔卓德 3艾欧尼亚 3虚空 ,科加斯,卡萨丁,艾瑞莉娅,慎,瑟庄妮,丽桑卓,亚索,卑尔维斯
2堡垒卫士 2格斗家 2神谕者 2潜行者 2裁决战士 3艾欧尼亚 2暗影岛 3虚空 ,科加斯,卡萨丁,卡尔玛,慎,佛耶戈,劫,雷克塞,格温
2堡垒卫士 2格斗家 2亡眼射手 2术士 2法师 3恕瑞玛 2巨神峰 3虚空 ,科加斯,卡萨丁,塔里克,雷克顿,维克兹,塔莉垭,阿克尚,厄斐琉斯
2堡垒卫士 2格斗家 2枪手 2法师 3皮尔特沃夫 1涤魂圣枪 2暗影岛 3虚空 ,科加斯,卡萨丁,茂凯,奥莉安娜,玛尔扎哈,杰斯,赛娜,蔚
2堡垒卫士 2格斗家 2挑战者 1女皇 2神谕者 3艾欧尼亚 2暗影岛 3虚空 ,科加斯,艾瑞莉娅,卡尔玛,茂凯,慎,卑尔维斯,雷克塞,卡莉丝塔
2格斗家 2挑战者 2神谕者 2法师 2弗雷尔卓德 3艾欧尼亚 3虚空 ,科加斯,艾瑞莉娅,卡尔玛,玛尔扎哈,阿狸,瑟庄妮,丽桑卓,卡莎
2格斗家 2挑战者 2枪手 2法师 3艾欧尼亚 3虚空 2祖安 ,科加斯,艾瑞莉娅,玛尔扎哈,阿狸,亚索,泽丽,金克丝,雷克塞
2格斗家 2挑战者 1女皇 2潜行者 2裁决战士 3艾欧尼亚 2暗影岛 3虚空 ,科加斯,艾瑞莉娅,亚索,卑尔维斯,佛耶戈,劫,雷克塞,格温
2堡垒卫士 2格斗家 2亡眼射手 2神谕者 2法师 3艾欧尼亚 2巨神峰 3虚空 ,科加斯,卡尔玛,塔里克,玛尔扎哈,慎,烬,雷克塞,厄斐琉斯
2堡垒卫士 2格斗家 2挑战者 1女皇 2神谕者 3艾欧尼亚 2暗影岛 3虚空 ,科加斯,卡尔玛,茂凯,慎,亚索,卑尔维斯,雷克塞,卡莉丝塔
2格斗家 2挑战者 2神谕者 2法师 2弗雷尔卓德 3艾欧尼亚 3虚空 ,科加斯,卡尔玛,玛尔扎哈,阿狸,瑟庄妮,丽桑卓,卡莎,亚索
2堡垒卫士 2格斗家 2亡眼射手 1女皇 2法师 3恕瑞玛 2巨神峰 3虚空 ,科加斯,塔里克,雷克顿,玛尔扎哈,阿克尚,卑尔维斯,厄斐琉斯,奎桑提
2堡垒卫士 2格斗家 2亡眼射手 2术士 2法师 3恕瑞玛 2巨神峰 3虚空 ,科加斯,塔里克,维克兹,塔莉垭,阿克尚,雷克塞,厄斐琉斯,奎桑提
2格斗家 2挑战者 2枪手 2法师 3皮尔特沃夫 1涤魂圣枪 2暗影岛 3虚空 ,科加斯,奥莉安娜,玛尔扎哈,杰斯,卡莎,赛娜,蔚,卡莉丝塔
2枪手 2主宰 2术士 2司令 3德玛西亚 3恕瑞玛 2祖安 ,娑娜,嘉文四世,内瑟斯,盖伦,塔莉垭,泽丽,金克丝,阿兹尔
2堡垒卫士 2挑战者 1女皇 2枪手 2神谕者 3艾欧尼亚 3虚空 2祖安 ,卡萨丁,艾瑞莉娅,卡尔玛,慎,卡莎,卑尔维斯,泽丽,金克丝
2堡垒卫士 2挑战者 2亡眼射手 1女皇 2法师 3艾欧尼亚 2巨神峰 3虚空 ,卡萨丁,艾瑞莉娅,塔里克,玛尔扎哈,亚索,卑尔维斯,烬,厄斐琉斯
2堡垒卫士 2挑战者 2亡眼射手 1女皇 2法师 3艾欧尼亚 2巨神峰 3虚空 ,卡萨丁,艾瑞莉娅,塔里克,阿狸,卡莎,卑尔维斯,烬,厄斐琉斯
2堡垒卫士 4挑战者 2法师 3艾欧尼亚 2暗影岛 3虚空 ,卡萨丁,艾瑞莉娅,茂凯,玛尔扎哈,阿狸,卡莎,亚索,卡莉丝塔
2堡垒卫士 2格斗家 2挑战者 1女皇 2神谕者 2弗雷尔卓德 3艾欧尼亚 3虚空 ,卡萨丁,艾瑞莉娅,慎,瑟庄妮,丽桑卓,亚索,卑尔维斯,雷克塞
2堡垒卫士 1女皇 2枪手 2神谕者 2法师 3艾欧尼亚 3虚空 2祖安 ,卡萨丁,卡尔玛,玛尔扎哈,慎,阿狸,卑尔维斯,泽丽,金克丝
2堡垒卫士 2挑战者 1女皇 2枪手 2神谕者 3艾欧尼亚 3虚空 2祖安 ,卡萨丁,卡尔玛,慎,卡莎,亚索,卑尔维斯,泽丽,金克丝
2堡垒卫士 2格斗家 2亡眼射手 2术士 2法师 3恕瑞玛 2巨神峰 3虚空 ,卡萨丁,塔里克,雷克顿,维克兹,塔莉垭,阿克尚,雷克塞,厄斐琉斯
2堡垒卫士 2挑战者 2亡眼射手 1女皇 2法师 3艾欧尼亚 2巨神峰 3虚空 ,卡萨丁,塔里克,阿狸,卡莎,亚索,卑尔维斯,烬,厄斐琉斯
2堡垒卫士 2格斗家 2枪手 2法师 3皮尔特沃夫 1涤魂圣枪 2暗影岛 3虚空 ,卡萨丁,茂凯,奥莉安娜,玛尔扎哈,杰斯,赛娜,蔚,雷克塞
2堡垒卫士 2挑战者 2亡眼射手 2神谕者 2法师 6艾欧尼亚 2巨神峰 ,艾瑞莉娅,卡尔玛,塔里克,慎,阿狸,亚索,烬,厄斐琉斯
2挑战者 2亡眼射手 2神谕者 2主宰 3艾欧尼亚 3诺克萨斯 3恕瑞玛 ,艾瑞莉娅,卡尔玛,卡西奥佩娅,内瑟斯,德莱厄斯,阿克尚,烬,莎弥拉
2格斗家 2挑战者 2神谕者 2法师 2弗雷尔卓德 3艾欧尼亚 3虚空 ,艾瑞莉娅,卡尔玛,玛尔扎哈,阿狸,瑟庄妮,丽桑卓,卡莎,雷克塞
2堡垒卫士 2挑战者 2神谕者 2法师 2司令 3艾欧尼亚 3诺克萨斯 3恕瑞玛 ,艾瑞莉娅,斯维因,卡西奥佩娅,慎,阿狸,阿兹尔,莎弥拉,奎桑提
4挑战者 2主宰 2潜行者 3艾欧尼亚 3诺克萨斯 2暗影岛 ,艾瑞莉娅,卡特琳娜,德莱厄斯,亚索,佛耶戈,莎弥拉,卡莉丝塔,瑟提
2堡垒卫士 2挑战者 2亡眼射手 2主宰 3艾欧尼亚 2暗影岛 3恕瑞玛 ,艾瑞莉娅,茂凯,内瑟斯,阿克尚,烬,卡莉丝塔,瑟提,奎桑提
2挑战者 1女皇 2潜行者 2裁决战士 2法师 3艾欧尼亚 2暗影岛 3虚空 ,艾瑞莉娅,玛尔扎哈,阿狸,卡莎,卑尔维斯,佛耶戈,劫,格温
2挑战者 2枪手 2主宰 2潜行者 2裁决战士 1暗裔 3艾欧尼亚 2暗影岛 2祖安 ,艾瑞莉娅,泽丽,金克丝,佛耶戈,劫,亚托克斯,卡莉丝塔,瑟提
2堡垒卫士 2挑战者 1女皇 2神谕者 2法师 3艾欧尼亚 2暗影岛 3虚空 ,卡尔玛,茂凯,玛尔扎哈,慎,阿狸,卡莎,卑尔维斯,卡莉丝塔
2堡垒卫士 2枪手 2神谕者 2主宰 2裁决战士 1暗裔 3艾欧尼亚 2暗影岛 2祖安 ,卡尔玛,茂凯,慎,泽丽,金克丝,亚托克斯,瑟提,格温
2格斗家 2亡眼射手 2神谕者 2主宰 2弗雷尔卓德 3艾欧尼亚 3恕瑞玛 ,卡尔玛,雷克顿,内瑟斯,瑟庄妮,丽桑卓,阿克尚,烬,瑟提
2挑战者 2亡眼射手 2神谕者 2主宰 3艾欧尼亚 3诺克萨斯 3恕瑞玛 ,卡尔玛,卡西奥佩娅,内瑟斯,德莱厄斯,亚索,阿克尚,烬,莎弥拉
2格斗家 2挑战者 2神谕者 2法师 2弗雷尔卓德 3艾欧尼亚 3虚空 ,卡尔玛,玛尔扎哈,阿狸,瑟庄妮,丽桑卓,卡莎,亚索,雷克塞
2堡垒卫士 2亡眼射手 2主宰 2裁决战士 2法师 1暗裔 3艾欧尼亚 2暗影岛 2巨神峰 ,塔里克,茂凯,阿狸,烬,亚托克斯,厄斐琉斯,瑟提,格温
2堡垒卫士 2格斗家 2亡眼射手 1女皇 2法师 3恕瑞玛 2巨神峰 3虚空 ,塔里克,雷克顿,玛尔扎哈,阿克尚,卑尔维斯,雷克塞,厄斐琉斯,奎桑提
2堡垒卫士 2神谕者 2主宰 2法师 2司令 3艾欧尼亚 3诺克萨斯 3恕瑞玛 ,斯维因,卡西奥佩娅,慎,阿狸,德莱厄斯,阿兹尔,瑟提,奎桑提
2堡垒卫士 2挑战者 2神谕者 2法师 2司令 3艾欧尼亚 3诺克萨斯 3恕瑞玛 ,斯维因,卡西奥佩娅,慎,阿狸,亚索,阿兹尔,莎弥拉,奎桑提
2堡垒卫士 2挑战者 2亡眼射手 2主宰 3艾欧尼亚 2暗影岛 3恕瑞玛 ,茂凯,内瑟斯,亚索,阿克尚,烬,卡莉丝塔,瑟提,奎桑提
2格斗家 2挑战者 2枪手 2法师 3皮尔特沃夫 1涤魂圣枪 2暗影岛 3虚空 ,奥莉安娜,玛尔扎哈,杰斯,卡莎,赛娜,蔚,雷克塞,卡莉丝塔
2枪手 2主宰 2潜行者 2裁决战士 2法师 1暗裔 3艾欧尼亚 3皮尔特沃夫 2祖安 ,奥莉安娜,阿狸,杰斯,泽丽,劫,艾克,亚托克斯,瑟提
2枪手 2主宰 2潜行者 2裁决战士 2法师 1暗裔 3艾欧尼亚 3皮尔特沃夫 2祖安 ,奥莉安娜,阿狸,杰斯,金克丝,劫,艾克,亚托克斯,瑟提
2挑战者 1女皇 2潜行者 2裁决战士 2法师 3艾欧尼亚 2暗影岛 3虚空 ,玛尔扎哈,阿狸,卡莎,亚索,卑尔维斯,佛耶戈,劫,格温
2挑战者 2枪手 2主宰 2潜行者 2裁决战士 1暗裔 3艾欧尼亚 2暗影岛 2祖安 ,亚索,泽丽,金克丝,佛耶戈,劫,亚托克斯,卡莉丝塔,瑟提
