羁绊,1,2,3,4,5,6,7,8
2堡垒卫士 2格斗家 2挑战者 2司令 3德玛西亚 2恕瑞玛 3虚空 ,科加斯,卡萨丁,雷克顿,嘉文四世,波比,卡莎,阿兹尔,菲奥娜
2堡垒卫士 2格斗家 2法师 2征服者 3艾欧尼亚 2恕瑞玛 3虚空 ,科加斯,卡萨丁,雷克顿,玛尔扎哈,阿狸,烬,霞,奎桑提
2堡垒卫士 2格斗家 2术士 2法师 1大发明家 3皮尔特沃夫 2恕瑞玛 3虚空 ,科加斯,卡萨丁,奥莉安娜,黑默丁格,维克兹,塔莉垭,蔚,奎桑提
2堡垒卫士 2格斗家 2挑战者 1女皇 2神谕者 3艾欧尼亚 2恕瑞玛 3虚空 ,科加斯,艾瑞莉娅,卡尔玛,雷克顿,慎,卡莎,卑尔维斯,奎桑提
2格斗家 2挑战者 2主宰 2法师 3艾欧尼亚 2恕瑞玛 3虚空 ,科加斯,艾瑞莉娅,雷克顿,内瑟斯,玛尔扎哈,阿狸,卡莎,瑟提
2堡垒卫士 2格斗家 1女皇 2神谕者 2法师 3艾欧尼亚 2恕瑞玛 3虚空 ,科加斯,卡尔玛,雷克顿,玛尔扎哈,慎,阿狸,卑尔维斯,奎桑提
2格斗家 2挑战者 2裁决战士 2法师 2司令 1暗裔 3诺克萨斯 2恕瑞玛 3虚空 ,科加斯,斯维因,玛尔扎哈,阿兹尔,莎弥拉,雷克塞,纳亚菲利,莫德凯撒
2格斗家 2挑战者 2法师 2征服者 1暗裔 3艾欧尼亚 2恕瑞玛 3虚空 ,科加斯,雷克顿,玛尔扎哈,阿狸,卡莎,烬,纳亚菲利,霞
2格斗家 1女皇 2术士 2法师 2征服者 3艾欧尼亚 2恕瑞玛 3虚空 ,科加斯,雷克顿,阿狸,维克兹,塔莉垭,卑尔维斯,烬,霞
2堡垒卫士 2格斗家 1女皇 2裁决战士 2司令 3德玛西亚 2恕瑞玛 3虚空 ,科加斯,嘉文四世,波比,卑尔维斯,阿兹尔,雷克塞,奎因,奎桑提
2格斗家 2挑战者 1女皇 2裁决战士 2司令 1暗裔 3德玛西亚 2恕瑞玛 3虚空 ,科加斯,嘉文四世,卑尔维斯,阿兹尔,雷克塞,纳亚菲利,奎因,菲奥娜
2格斗家 2挑战者 2术士 2法师 1大发明家 1暗裔 3皮尔特沃夫 2恕瑞玛 3虚空 ,科加斯,奥莉安娜,黑默丁格,卡莎,维克兹,塔莉垭,蔚,纳亚菲利
2格斗家 1女皇 2枪手 2法师 1大发明家 3皮尔特沃夫 3虚空 2祖安 ,科加斯,黑默丁格,玛尔扎哈,杰斯,卑尔维斯,金克丝,蔚,希尔科
2堡垒卫士 2格斗家 2挑战者 1女皇 2裁决战士 1暗裔 3德玛西亚 2恕瑞玛 3虚空 ,科加斯,波比,卑尔维斯,雷克塞,纳亚菲利,奎因,菲奥娜,奎桑提
2堡垒卫士 2格斗家 1女皇 2枪手 2潜行者 2裁决战士 1海洋之灾 3虚空 3比尔吉沃特 2以绪塔尔 ,科加斯,卑尔维斯,雷克塞,格雷福斯,俄洛伊,奇亚娜,妮蔻,普朗克
2堡垒卫士 2格斗家 1女皇 2术士 2裁决战士 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,卡萨丁,雷克顿,波比,塔莉垭,卑尔维斯,雷克塞,奎因
2堡垒卫士 3术士 2法师 2司令 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,卡萨丁,嘉文四世,波比,玛尔扎哈,维克兹,塔莉垭,阿兹尔
2堡垒卫士 2挑战者 3术士 2法师 1暗裔 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,卡萨丁,波比,玛尔扎哈,维克兹,塔莉垭,纳亚菲利,菲奥娜
2挑战者 2术士 2司令 2征服者 3德玛西亚 3艾欧尼亚 2恕瑞玛 ,娑娜,艾瑞莉娅,嘉文四世,塔莉垭,烬,阿兹尔,菲奥娜,霞
2堡垒卫士 2挑战者 2术士 2征服者 3德玛西亚 3艾欧尼亚 2恕瑞玛 ,娑娜,艾瑞莉娅,波比,塔莉垭,烬,菲奥娜,霞,奎桑提
2格斗家 2术士 2裁决战士 2法师 2司令 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,雷克顿,嘉文四世,玛尔扎哈,维克兹,阿兹尔,雷克塞,奎因
2堡垒卫士 2格斗家 2术士 2裁决战士 2法师 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,雷克顿,波比,玛尔扎哈,维克兹,雷克塞,奎因,奎桑提
2格斗家 2挑战者 2术士 2裁决战士 2法师 1暗裔 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,雷克顿,玛尔扎哈,维克兹,雷克塞,纳亚菲利,奎因,菲奥娜
2格斗家 2挑战者 1女皇 2术士 2裁决战士 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,雷克顿,卡莎,塔莉垭,卑尔维斯,雷克塞,奎因,菲奥娜
2堡垒卫士 2主宰 2术士 2司令 3德玛西亚 2恕瑞玛 3比尔吉沃特 ,娑娜,嘉文四世,内瑟斯,波比,塔莉垭,俄洛伊,厄运小姐,诺提勒斯
2堡垒卫士 2主宰 2术士 2司令 3德玛西亚 2恕瑞玛 3比尔吉沃特 ,娑娜,嘉文四世,内瑟斯,波比,阿兹尔,俄洛伊,崔斯特,诺提勒斯
2堡垒卫士 2主宰 2术士 2司令 3德玛西亚 2恕瑞玛 3比尔吉沃特 ,娑娜,嘉文四世,内瑟斯,波比,崔斯特,厄运小姐,诺提勒斯,奎桑提
2挑战者 2主宰 2术士 2司令 1暗裔 3德玛西亚 2恕瑞玛 3比尔吉沃特 ,娑娜,嘉文四世,内瑟斯,纳亚菲利,崔斯特,厄运小姐,诺提勒斯,菲奥娜
2堡垒卫士 1女皇 2术士 2法师 2司令 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,嘉文四世,波比,玛尔扎哈,维克兹,卑尔维斯,阿兹尔,奎桑提
2堡垒卫士 3术士 3司令 3德玛西亚 2恕瑞玛 3比尔吉沃特 ,娑娜,嘉文四世,波比,塔莉垭,阿兹尔,俄洛伊,崔斯特,厄运小姐
2挑战者 3术士 2法师 2司令 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,嘉文四世,玛尔扎哈,卡莎,维克兹,塔莉垭,阿兹尔,菲奥娜
2挑战者 1女皇 2术士 2法师 2司令 1暗裔 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,嘉文四世,玛尔扎哈,维克兹,卑尔维斯,阿兹尔,纳亚菲利,菲奥娜
2堡垒卫士 2挑战者 2术士 2司令 1暗裔 3德玛西亚 2恕瑞玛 3比尔吉沃特 ,娑娜,嘉文四世,俄洛伊,纳亚菲利,崔斯特,厄运小姐,菲奥娜,奎桑提
2堡垒卫士 2挑战者 2主宰 2术士 1暗裔 3德玛西亚 2恕瑞玛 3比尔吉沃特 ,娑娜,内瑟斯,波比,俄洛伊,纳亚菲利,崔斯特,诺提勒斯,菲奥娜
2堡垒卫士 2挑战者 3术士 2法师 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,波比,玛尔扎哈,卡莎,维克兹,塔莉垭,菲奥娜,奎桑提
2堡垒卫士 2挑战者 1女皇 2术士 2法师 1暗裔 3德玛西亚 2恕瑞玛 3虚空 ,娑娜,波比,玛尔扎哈,维克兹,卑尔维斯,纳亚菲利,菲奥娜,奎桑提
2堡垒卫士 2挑战者 2术士 2司令 1暗裔 3德玛西亚 2恕瑞玛 3比尔吉沃特 ,娑娜,波比,阿兹尔,俄洛伊,纳亚菲利,崔斯特,厄运小姐,菲奥娜
2堡垒卫士 2枪手 2术士 2潜行者 2裁决战士 1海洋之灾 3德玛西亚 3比尔吉沃特 2以绪塔尔 ,娑娜,波比,格雷福斯,奇亚娜,崔斯特,妮蔻,奎因,普朗克
2堡垒卫士 2挑战者 2神谕者 2术士 2法师 1暗裔 3艾欧尼亚 2恕瑞玛 3虚空 ,卡萨丁,艾瑞莉娅,卡尔玛,玛尔扎哈,慎,维克兹,塔莉垭,纳亚菲利
2堡垒卫士 2挑战者 2神谕者 2法师 3艾欧尼亚 3虚空 2以绪塔尔 ,卡萨丁,艾瑞莉娅,卡尔玛,玛尔扎哈,阿狸,卡莎,米利欧,妮蔻
2堡垒卫士 2挑战者 2主宰 2法师 3艾欧尼亚 2恕瑞玛 3虚空 ,卡萨丁,艾瑞莉娅,内瑟斯,玛尔扎哈,阿狸,卡莎,瑟提,奎桑提
2堡垒卫士 2神谕者 2主宰 2术士 2法师 3艾欧尼亚 2恕瑞玛 3虚空 ,卡萨丁,卡尔玛,内瑟斯,玛尔扎哈,慎,维克兹,塔莉垭,瑟提
2堡垒卫士 2挑战者 1女皇 2神谕者 2主宰 1暗裔 3艾欧尼亚 2恕瑞玛 3虚空 ,卡萨丁,卡尔玛,内瑟斯,慎,卡莎,卑尔维斯,纳亚菲利,瑟提
2堡垒卫士 2挑战者 2神谕者 2术士 2法师 1暗裔 3艾欧尼亚 2恕瑞玛 3虚空 ,卡萨丁,卡尔玛,慎,阿狸,卡莎,维克兹,塔莉垭,纳亚菲利
2堡垒卫士 2挑战者 1女皇 2潜行者 2裁决战士 3诺克萨斯 3虚空 2以绪塔尔 ,卡萨丁,卡特琳娜,卡莎,卑尔维斯,莎弥拉,奇亚娜,妮蔻,莫德凯撒
2堡垒卫士 2格斗家 1女皇 2裁决战士 2司令 3德玛西亚 2恕瑞玛 3虚空 ,卡萨丁,雷克顿,嘉文四世,波比,卑尔维斯,阿兹尔,雷克塞,奎因
2堡垒卫士 2格斗家 1女皇 2法师 1大发明家 3皮尔特沃夫 2恕瑞玛 3虚空 ,卡萨丁,雷克顿,奥莉安娜,黑默丁格,玛尔扎哈,卑尔维斯,蔚,奎桑提
2堡垒卫士 2格斗家 2挑战者 2主宰 2裁决战士 2暗裔 4恕瑞玛 3虚空 ,卡萨丁,雷克顿,内瑟斯,卡莎,亚托克斯,雷克塞,纳亚菲利,奎桑提
2堡垒卫士 2格斗家 2挑战者 1女皇 2裁决战士 1暗裔 3德玛西亚 2恕瑞玛 3虚空 ,卡萨丁,雷克顿,波比,卑尔维斯,雷克塞,纳亚菲利,奎因,菲奥娜
2堡垒卫士 2主宰 3术士 2法师 2恕瑞玛 3虚空 3比尔吉沃特 ,卡萨丁,内瑟斯,玛尔扎哈,维克兹,塔莉垭,俄洛伊,崔斯特,诺提勒斯
2堡垒卫士 2挑战者 2法师 2征服者 1暗裔 3艾欧尼亚 2恕瑞玛 3虚空 ,卡萨丁,玛尔扎哈,阿狸,卡莎,烬,纳亚菲利,霞,奎桑提
2堡垒卫士 3术士 2法师 2司令 2恕瑞玛 3虚空 3比尔吉沃特 ,卡萨丁,玛尔扎哈,维克兹,塔莉垭,阿兹尔,俄洛伊,崔斯特,厄运小姐
2堡垒卫士 1女皇 2术士 2法师 2征服者 3艾欧尼亚 2恕瑞玛 3虚空 ,卡萨丁,阿狸,维克兹,塔莉垭,卑尔维斯,烬,霞,奎桑提
2堡垒卫士 1女皇 2枪手 2术士 2法师 1海洋之灾 3虚空 2祖安 3比尔吉沃特 ,卡萨丁,维克兹,卑尔维斯,金克丝,俄洛伊,崔斯特,希尔科,普朗克
2堡垒卫士 2挑战者 2神谕者 2潜行者 2裁决战士 3艾欧尼亚 3诺克萨斯 2以绪塔尔 ,艾瑞莉娅,卡尔玛,卡特琳娜,慎,莎弥拉,奇亚娜,妮蔻,莫德凯撒
2挑战者 2神谕者 2主宰 2裁决战士 2征服者 2暗裔 3艾欧尼亚 3诺克萨斯 2恕瑞玛 ,艾瑞莉娅,卡尔玛,卡西奥佩娅,德莱厄斯,烬,亚托克斯,纳亚菲利,莫德凯撒
2挑战者 2神谕者 2主宰 2裁决战士 2征服者 2暗裔 3艾欧尼亚 3诺克萨斯 2恕瑞玛 ,艾瑞莉娅,卡尔玛,卡西奥佩娅,德莱厄斯,亚托克斯,纳亚菲利,莫德凯撒,霞
2堡垒卫士 2挑战者 2神谕者 2术士 2法师 3艾欧尼亚 2恕瑞玛 3虚空 ,艾瑞莉娅,卡尔玛,玛尔扎哈,慎,卡莎,维克兹,塔莉垭,奎桑提
2挑战者 2主宰 2法师 2司令 2征服者 3艾欧尼亚 3诺克萨斯 2恕瑞玛 ,艾瑞莉娅,斯维因,内瑟斯,阿狸,德莱厄斯,烬,阿兹尔,莎弥拉
2挑战者 2主宰 2法师 2司令 2征服者 3艾欧尼亚 3诺克萨斯 2恕瑞玛 ,艾瑞莉娅,斯维因,内瑟斯,阿狸,德莱厄斯,阿兹尔,莎弥拉,霞
2堡垒卫士 2挑战者 2司令 2征服者 3德玛西亚 3艾欧尼亚 2恕瑞玛 ,艾瑞莉娅,嘉文四世,波比,烬,阿兹尔,菲奥娜,霞,奎桑提
2堡垒卫士 2挑战者 2神谕者 2主宰 2裁决战士 1暗裔 3艾欧尼亚 3诺克萨斯 2恕瑞玛 ,艾瑞莉娅,卡西奥佩娅,慎,亚托克斯,莎弥拉,莫德凯撒,瑟提,奎桑提
2挑战者 1女皇 2主宰 2术士 2法师 3艾欧尼亚 2恕瑞玛 3虚空 ,艾瑞莉娅,内瑟斯,阿狸,卡莎,维克兹,塔莉垭,卑尔维斯,瑟提
2堡垒卫士 2挑战者 1女皇 2神谕者 2法师 3艾欧尼亚 3虚空 2以绪塔尔 ,艾瑞莉娅,玛尔扎哈,慎,阿狸,卡莎,卑尔维斯,米利欧,妮蔻
2挑战者 1女皇 2术士 2法师 2征服者 1暗裔 3艾欧尼亚 2恕瑞玛 3虚空 ,艾瑞莉娅,玛尔扎哈,维克兹,塔莉垭,卑尔维斯,烬,纳亚菲利,霞
2挑战者 2主宰 2术士 2征服者 1暗裔 3艾欧尼亚 2恕瑞玛 3比尔吉沃特 ,艾瑞莉娅,塔莉垭,烬,纳亚菲利,崔斯特,诺提勒斯,尼,瑟提
2挑战者 2主宰 2术士 2征服者 1暗裔 3艾欧尼亚 2恕瑞玛 3比尔吉沃特 ,艾瑞莉娅,塔莉垭,纳亚菲利,崔斯特,诺提勒斯,尼,霞,瑟提
2挑战者 2主宰 2司令 2征服者 1暗裔 3艾欧尼亚 2恕瑞玛 3比尔吉沃特 ,艾瑞莉娅,烬,阿兹尔,纳亚菲利,厄运小姐,诺提勒斯,尼,瑟提
2堡垒卫士 2挑战者 2主宰 2征服者 1暗裔 3艾欧尼亚 2恕瑞玛 3比尔吉沃特 ,艾瑞莉娅,烬,俄洛伊,纳亚菲利,诺提勒斯,尼,瑟提,奎桑提
2挑战者 2主宰 2司令 2征服者 1暗裔 3艾欧尼亚 2恕瑞玛 3比尔吉沃特 ,艾瑞莉娅,阿兹尔,纳亚菲利,厄运小姐,诺提勒斯,尼,霞,瑟提
2堡垒卫士 2挑战者 2主宰 2征服者 1暗裔 3艾欧尼亚 2恕瑞玛 3比尔吉沃特 ,艾瑞莉娅,俄洛伊,纳亚菲利,诺提勒斯,尼,霞,瑟提,奎桑提
2神谕者 2主宰 2裁决战士 2法师 2司令 1暗裔 3艾欧尼亚 3诺克萨斯 2恕瑞玛 ,卡尔玛,斯维因,卡西奥佩娅,阿狸,亚托克斯,阿兹尔,莫德凯撒,瑟提
2神谕者 2主宰 2潜行者 2裁决战士 2征服者 3艾欧尼亚 3诺克萨斯 2以绪塔尔 ,卡尔玛,卡特琳娜,德莱厄斯,烬,米利欧,奇亚娜,莫德凯撒,瑟提
2神谕者 2主宰 2潜行者 2裁决战士 2征服者 3艾欧尼亚 3诺克萨斯 2以绪塔尔 ,卡尔玛,卡特琳娜,德莱厄斯,米利欧,奇亚娜,莫德凯撒,霞,瑟提
2堡垒卫士 2格斗家 2神谕者 2法师 1大发明家 3艾欧尼亚 3皮尔特沃夫 2恕瑞玛 ,卡尔玛,雷克顿,奥莉安娜,黑默丁格,慎,阿狸,蔚,奎桑提
2神谕者 4主宰 2裁决战士 2征服者 1暗裔 3艾欧尼亚 3诺克萨斯 2恕瑞玛 ,卡尔玛,卡西奥佩娅,内瑟斯,德莱厄斯,烬,亚托克斯,莫德凯撒,瑟提
2神谕者 4主宰 2裁决战士 2征服者 1暗裔 3艾欧尼亚 3诺克萨斯 2恕瑞玛 ,卡尔玛,卡西奥佩娅,内瑟斯,德莱厄斯,亚托克斯,莫德凯撒,霞,瑟提
2堡垒卫士 2挑战者 1女皇 2神谕者 2法师 1暗裔 3艾欧尼亚 2恕瑞玛 3虚空 ,卡尔玛,玛尔扎哈,慎,阿狸,卡莎,卑尔维斯,纳亚菲利,奎桑提
2堡垒卫士 2神谕者 2主宰 2征服者 3艾欧尼亚 3比尔吉沃特 2以绪塔尔 ,卡尔玛,烬,俄洛伊,米利欧,诺提勒斯,妮蔻,尼,瑟提
2堡垒卫士 2神谕者 2主宰 2征服者 3艾欧尼亚 3比尔吉沃特 2以绪塔尔 ,卡尔玛,俄洛伊,米利欧,诺提勒斯,妮蔻,尼,霞,瑟提
2格斗家 2挑战者 2裁决战士 2法师 2司令 3诺克萨斯 2恕瑞玛 3虚空 ,斯维因,雷克顿,玛尔扎哈,卡莎,阿兹尔,莎弥拉,雷克塞,莫德凯撒
2挑战者 2主宰 2法师 2司令 2征服者 1暗裔 3艾欧尼亚 3诺克萨斯 2恕瑞玛 ,斯维因,阿狸,德莱厄斯,烬,阿兹尔,莎弥拉,纳亚菲利,瑟提
2挑战者 2主宰 2法师 2司令 2征服者 1暗裔 3艾欧尼亚 3诺克萨斯 2恕瑞玛 ,斯维因,阿狸,德莱厄斯,阿兹尔,莎弥拉,纳亚菲利,霞,瑟提
2挑战者 2枪手 2主宰 2潜行者 1海洋之灾 2征服者 1暗裔 3诺克萨斯 2恕瑞玛 3比尔吉沃特 ,卡特琳娜,内瑟斯,德莱厄斯,莎弥拉,格雷福斯,纳亚菲利,尼,普朗克
2堡垒卫士 2主宰 2潜行者 2裁决战士 2征服者 3诺克萨斯 3比尔吉沃特 2以绪塔尔 ,卡特琳娜,德莱厄斯,俄洛伊,奇亚娜,诺提勒斯,妮蔻,莫德凯撒,尼
2格斗家 2挑战者 1女皇 2裁决战士 2司令 3德玛西亚 2恕瑞玛 3虚空 ,雷克顿,嘉文四世,卡莎,卑尔维斯,阿兹尔,雷克塞,奎因,菲奥娜
2格斗家 2挑战者 1女皇 2法师 1大发明家 1暗裔 3皮尔特沃夫 2恕瑞玛 3虚空 ,雷克顿,奥莉安娜,黑默丁格,玛尔扎哈,卡莎,卑尔维斯,蔚,纳亚菲利
2堡垒卫士 2格斗家 2挑战者 1女皇 2裁决战士 3德玛西亚 2恕瑞玛 3虚空 ,雷克顿,波比,卡莎,卑尔维斯,雷克塞,奎因,菲奥娜,奎桑提
2堡垒卫士 2挑战者 2主宰 2司令 1暗裔 3德玛西亚 2恕瑞玛 3比尔吉沃特 ,嘉文四世,内瑟斯,波比,俄洛伊,纳亚菲利,厄运小姐,诺提勒斯,菲奥娜
2堡垒卫士 2挑战者 2术士 2司令 1暗裔 3德玛西亚 2恕瑞玛 3比尔吉沃特 ,嘉文四世,波比,塔莉垭,俄洛伊,纳亚菲利,崔斯特,厄运小姐,菲奥娜
2堡垒卫士 2枪手 2潜行者 2裁决战士 2司令 1海洋之灾 3德玛西亚 3比尔吉沃特 2以绪塔尔 ,嘉文四世,波比,格雷福斯,奇亚娜,厄运小姐,妮蔻,奎因,普朗克
1女皇 2主宰 2术士 2法师 2征服者 3艾欧尼亚 2恕瑞玛 3虚空 ,内瑟斯,玛尔扎哈,维克兹,塔莉垭,卑尔维斯,烬,霞,瑟提
1女皇 2主宰 2术士 2法师 2司令 2恕瑞玛 3虚空 3比尔吉沃特 ,内瑟斯,玛尔扎哈,维克兹,卑尔维斯,阿兹尔,崔斯特,厄运小姐,诺提勒斯
2堡垒卫士 1女皇 2主宰 2术士 2法师 2恕瑞玛 3虚空 3比尔吉沃特 ,内瑟斯,玛尔扎哈,维克兹,卑尔维斯,俄洛伊,崔斯特,诺提勒斯,奎桑提
2堡垒卫士 1女皇 2术士 2法师 2司令 2恕瑞玛 3虚空 3比尔吉沃特 ,玛尔扎哈,维克兹,卑尔维斯,阿兹尔,俄洛伊,崔斯特,厄运小姐,奎桑提
2挑战者 1女皇 2术士 2法师 2征服者 1暗裔 3艾欧尼亚 2恕瑞玛 3虚空 ,阿狸,卡莎,维克兹,塔莉垭,卑尔维斯,烬,纳亚菲利,霞
2枪手 2主宰 2法师 1海洋之灾 2征服者 3艾欧尼亚 2祖安 3比尔吉沃特 ,阿狸,烬,金克丝,诺提勒斯,尼,希尔科,普朗克,瑟提
2枪手 2主宰 2法师 1海洋之灾 2征服者 3艾欧尼亚 2祖安 3比尔吉沃特 ,阿狸,金克丝,诺提勒斯,尼,希尔科,霞,普朗克,瑟提
2主宰 2术士 2司令 2征服者 3艾欧尼亚 2恕瑞玛 3比尔吉沃特 ,塔莉垭,烬,阿兹尔,崔斯特,厄运小姐,诺提勒斯,霞,瑟提
2堡垒卫士 2主宰 2术士 2征服者 3艾欧尼亚 2恕瑞玛 3比尔吉沃特 ,塔莉垭,烬,俄洛伊,崔斯特,诺提勒斯,霞,瑟提,奎桑提
2堡垒卫士 2主宰 2司令 2征服者 3艾欧尼亚 2恕瑞玛 3比尔吉沃特 ,烬,阿兹尔,俄洛伊,厄运小姐,诺提勒斯,霞,瑟提,奎桑提
